date,year,month,day,region,country,category,medicine,age_group,units_sold,unit_price,stock_level,expiry_days_remaining,covid_flag
2021-08-08,2021,8,8,South America,Colombia,Pain_Relief,Paracetamol,26-45,379,-7.81,109,185,1
2023-07-24,2023,7,24,Oceania,Australia,Cardiovascular,Amlodipine,46-65,383,23.65,146,791,0
2021-02-22,2021,2,22,South America,Brazil,Pain_Relief,Paracetamol,13-25,157,6.87,1074,86,1
2022-09-02,2022,9,2,Africa, Nigeria ,Chronic,Omeprazole,46-65,38,42.76,836,928,1
2024-03-22,2024,3,22,Middle East, UAE ,Cardiovascular,Amlodipine,65+,372,26.44,1144,438,0
2022-03-09,2022,3,9,Africa,South Africa,Cardiovascular,Atorvastatin,26-45,363,23.38,639,817,1
2023-02-18,2023,2,,Africa,South Africa,Diabetes,Metformin,65+,45,15.28,1010,495,0
2020-06-15,2020,6,15,Europe,Italy,Diabetes,Metformin,46-65,319,14.1,1403,36,1
2023-01-28,2023,1,28,South Asia,India,Respiratory,Salbutamol,46-65,390,18.28,997,770,0
2025-07-19,2025,7,19,Europe,Italy,Chronic,Omeprazole,46-65,119,35.74,1852,985,0
2022-12-07,2022,12,7,Oceania,Australia,Vitamin,Vitamin C,46-65,280,8.43,1345,626,1
2021-12-09,2021,12,9,South America,Brazil,Antibiotic,Amoxicillin,46-65,146,29.3,1707,621,1
2024-01-23,2024,1,23,North America,USA,Diabetes,Metformin,65+,62,12.2,227,280,0
2024-09-14,2024,9,14,Middle East,Saudi Arabia,Pain_Relief,Ibuprofen,13-25,44,7.31,1826,311,0
2021-02-10,2021,2,10,South America,Argentina,Chronic,Omeprazole,26-45,36,35.7,1731,540,1
2024-10-09,2024,10,9,Middle East,UAE,Chronic,Omeprazole,13-25,308,45.75,14,41,0
2022-09-25,2022,9,25,Europe,Italy,Antibiotic,Amoxicillin,26-45,232,33.41,963,587,1
2025-12-03,2025,12,3,South Asia,Bangladesh,Cough_Cold,Cough Syrup,0-12,403,12.81,935,449,0
2025-04-28,2025,4,28,East Asia,Japan,Cardiovascular,Amlodipine,0-12,90,27.67,1508,54,0
2020-12-06,2020,12,6,South Asia,India,Diabetes,Metformin,13-25,477,17.42,23,145,1
2021-11-20,2021,11,20,South Asia,India,Cardiovascular,Amlodipine,65+,67,22.86,581,653,1
2024-08-09,2024,8,9,Africa,Nigeria,Cardiovascular,Amlodipin,65+,445,26.61,1268,940,0
2025-05-24,2025,5,24,Africa,Nigeria,Cough_Cold,Cough Syrup,0-12,39,11.55,582,720,0
2020-07-24,2020,7,24,South America,Colombia,Vitamin,Vitamin C,46-65,55,11.04,829,338,1
2022-10-02,2022,10,2, South America ,Colombia,Cardiovascular,Amlodipine,46-65,314,22.39,989,840,1
2020-06-25,2020,6,25,Middle East,UAE,Diabetes,Metformin,65+,168,16.89,1856,362,1
2022-11-14,2022,11,14,North America,Mexico,Chronic,Omeprazole,46-65,362,43.56,359,293,1
2020-07-29,2020,7,29,Oceania,New Zealand,Respiratory,Salbutamol,0-12,61,21.87,1594,603,1
2021-04-10,2021,4,10,Europe, Germany ,Cough_Cold,Cough Syrup,0-12,288,11.43,1758,374,1
2024-12-21,2024,12,21,East Asia,China, Vitamin ,Vitamin C,26-45,314,9.09,16,411,0
2022-03-01,2022,3,1,Europe,UK,Cardiovascular,Atorvastatin,26-45,133,28.99,615,826,1
2025-11-14,2025,11,14,Middle East,UAE,Respiratory,Salbutamol,65+,202,22.92,1330,266,0
2021-05-03,2021,5,3,Middle East,Saudi Arabia,Antibiotic,Azithromycin,0-12,498,27.47,50,449,1
2023-08-01,2023,8,1,Oceania,New Zealand,Cough_Cold,Cough Syrup,0-12,219,13.65,343,966,0
2024-02-16,2024,2,16,Africa,South Africa,Pain_Relief,Ibuprofen,26-45,352,7.27,491,376,0
2024-12-10,2024,12,10,East Asia,Japan,Diabetes,Metformin,0-12,46,12.64,1055,488,0
2025-03-29,2025,3,29,South America,Colombia,Antibiotic,Amoxicillin,65+,125,24.7,445,591,Yes
2024-02-19,2024,2,19,East Asia,China,Cough_Cold,Cough Syrup,46-65,269,12.55,629,597,0
2021-05-06,2021,5,6,Oceania,Australia,Respiratory,Salbutamol,13-25,433,17.01,875,587,1
2024-07-02,2024,7,2,South America,Brazil,Vitamin,Vitamin C,13-25,444,9.45,30,258,0
2020-07-02,2020,7,2,East Asia,China,Cardiovascular,Amlodipine,26-45,120,20.1,260,995,1
2025-09-13,2025,9,13,Africa,South Africa,Cough_Cold,Cough Syrup,0-12,252,12.83,147,542,0
2020-04-12,2020,4,12,Middle East,UAE,Vitamin,Vitamin C,26-45,410,11.78,30,240,1
2020-04-10,2020,4,10,North America,Mexico,Antibiotic,Azithromycin,13-25,364,30.25,663,713,1
2020-04-15,2020,4,15,South America,Colombia,Pain_Relief,Ibuprofen,65+,320,6.56,23,274,1
2024-12-28,2024,12,28,Oceania,New Zealand,Cough_Cold,Cough Syrup,26-45,143,10.42,424,325,0
2024-08-16,2024,8,16,North America,Canada,Cardiovascular,Atorvastatin,13-25,179,29.66,511,713,0
2025-10-31,2025,10,31,East Asia,South Korea,Cardiovascular,Amlodipine,46-65,149,24.34,558,337,0
2025-06-07,2025,6,7,East Asia,Japan,Cough_Cold,Cough Syrup,26-45,282,14.13,301,165,Yes
2022-04-17,2022,4,17,North America,Mexico,Respiratory,Salbutamol,0-12,23,19.71,-1122,590,1
2025-11-02,2025,11,2,Middle East,UAE,Respiratory,Salbutamol,26-45,234,18.66,1163,108,0
2022-12-11,2022,12,11,East Asia,Japan,Respiratory,Salbutamol,26-45,331,21.86,16,209,1
2020-06-02,2020,6,2,Oceania,New Zealand,Diabetes,Metformin,65+,404,15.67,1502,112,1
2025-10-09,2025,10,9,Africa,Nigeria,Chronic,Omeprazole,65+,135,39.93,13,836,0
2020-02-08,2020,2,8, Oceania ,New Zealand,Respiratory,Salbutamol,13-25,207,21.39,206,715,1
2020-10-01,2020,10,1,South Asia,Bangladesh,Vitamin,Vitamin C,26-45,111,10.57,1883,493,1
2025-10-15,2025,10,15,North America,USA,Respiratory,Salbutamol,26-45,181,17.65,942,544,0
2024-11-29,2024,11,29,Europe,Italy,Pain_Relief,Paracetamol,0-12,278,9.06,1447,,0
2025-04-22,2025,4,22,South America,Colombia,Antibiotic,Azithromycin,26-45,362,29.39,-1589,518,0
2023-06-13,2023,6,13,Oceania,Australia,Chronic,Omeprazole,65+,353,44.85,1491,501,0
2022-04-21,2022,4,21,Middle East,UAE,Chronic,Omeprazole,26-45,25,35.77,858,815,1
2022-06-04,2022,6,4,Africa,Nigeria,Respiratory,Salbutamol,65+,177,16.53,,779,1
2020-03-22,2020,3,22,North America,USA,Vitamin,Vitamin C,13-25,167,11.28,1597,537,1
2025-01-26,2025,1,26,Africa,Nigeria,Respiratory,Salbutamol,13-25,324,16.67,1640,814,0
2024-04-18,2024,4,18,Africa,Nigeria,Diabetes,Metformin,13-25,161,12.15,233,709,0
2024-04-22,2024,4,22,North America,USA,Vitamin,Vitamin C,0-12,12,9.75,434,132,0
2021-04-09,2021,4,9,Africa,Nigeria,Antibiotic,Amoxicillin,26-45,270,30.17,746,333,1
2023-05-31,2023,5,31, South Asia ,Bangladesh,Vitamin,Vitamin C,13-25,237,10.9,322,766,0
2021-04-26,2021,4,26,South America,Argentina,Diabetes,Metformin,46-65,76,17.16,1757,141,1
2024-12-26,2024,12,26,North America,Mexico,Cardiovascular,Amlodipine,65+,69,23.51,203,652,0
2023-01-25,2023,1,25,South America,Argentina,Cough_Cold,Cough Syrup,26-45,495,14.39,959,769,0
2024-04-30,2024,4,30, South America ,Colombia,Cough_Cold,Cough Syrup,13-25,284,12.97,1629,567,0
2021-08-22,2021,8,22,Oceania,Australia,Pain_Relief,Paracetamol,26-45,379,7.31,175,290,1
2025-09-27,2025,9,27,Africa,South Africa,Chronic,Omeprazole, 0-12 ,364,35.63,680,444,0
2020-09-25,2020,9,25,Europe,Germany,Diabetes,Metformin,46-65,479,16.34,1033,636,1
2023-09-28,2023,9,28,South America, Argentina ,Vitamin,Vitamin C,26-45,221,9.73,463,77,0
2021-06-17,2021,6,17,South Asia,Bangladesh,Pain_Relief,Ibuprofen,26-45,436,9.2,1615,828,1
2020-08-04,2020,8,4,Africa,Nigeria, Vitamin ,Vitamin C,13-25,80,11.51,146,246,1
2020-02-12,2020,2,12, Oceania ,Australia,Respiratory,Salbutamol,26-45,294,23.96,1439,718,1
2020-11-20,2020,11,20,Africa,Nigeria,Antibiotic,Amoxicillin,26-45,369,25.17,382,273,1
2022-08-25,2022,8,25,South Asia,Bangladesh,Vitamin,Vitamin C,26-45,404,11.44,812,318,1
2024-12-03,2024,12,3,Middle East,UAE,Diabetes,Metformin,46-65,392,15.28,1722,565,2
2022-08-28,2022,8,28,South Asia,India,Chronic,Omeprazole,26-45,230,39.51,800,282,1
2021-11-20,2021,11,20,Africa,South Africa,Antibiotic,Amoxicillin,0-12,227,31.02,14,766,1
2021-10-27,2021,10,27,North America,Canada,Cough_Cold,Cough Syrup,13-25,262,12.33,49,874,1
2025-12-25,2025,12,25,South Asia,India,Vitamin,Vitamin C,0-12,425,10.68,876,474,0
2020-09-05,2020,9,5,Africa,South Africa,Respiratory,Salbutamol,26-45,436,18.2,690,176,1
2022-07-20,2022,7,20,Oceania,Australia,Diabetes,Metformin,46-65,479,13.5,1597,767,1
2021-03-05,2021,3,5,Oceania,New Zealand,Diabetes,Metformin,46-65,455,14.53,12,584,1
2024-10-09,2024,10,9,Europe,Germany,Cough_Cold,Cough Syrup,13-25,78,12.38,1739,310,0
2020-03-03,2020,3,3,East Asia,Japan,Cardiovascular,Atorvastatin,13-25,489,29.64,1174,261,1
2025-06-01,2025,6,1,North America,USA,Antibiotic,Amoxicillin,26-45,235,28.87,513,490,0
2023-08-04,2023,8,4,Africa,Nigeria,Pain_Relief,Ibuprofen,26-45,498,8.78,,156,0
2020-06-14,2020,6,14,Middle East,UAE,Cardiovascular,Amlodipine,65+,432,25.15,141,687,1
2024-03-12,2024,3,12,East Asia,Japan,Antibiotic,Amoxicillin,46-65,337,35.86,307,297,0
2020-06-15,2020,6,15,Middle East,UAE,Antibiotic,Amoxicillin,0-12,482,25.66,297,305,1
2025-12-13,2025,12,13,Europe,France,Chronic,Omeprazole,46-65,114,46.72,302,605,0
2024-10-04,2024,10,4,Africa,Nigeria,Vitamin,Vitamin C,0-12,260,10.21,477,965,0
,2022,8,23,South America,Colombia,Antibiotic,Amoxicillin,46-65,166,32.07,535,328,1
2022-11-01,2022,11,1,Middle East,UAE,Antibiotic,Amoxicillin,13-25,244,24.35,1687,432,1
2024-12-14,2024,12,14,East Asia, Japan ,Vitamin,Vitamin C,0-12,263,10.0,40,906,0
2020-08-26,2020,8,26,South Asia,Bangladesh,Vitamin,Vitamin C,65+,366,11.22,356,820,1
2021-02-06,2021,2,6,South Asia,India,Respiratory,Salbutamol,13-25,223,18.16,1083,222,1
2022-06-09,2022,6,9,Africa,Nigeria,Vitamin,Vitamin C,65+,282,10.75,1682,726,1
2024-10-01,2024,10,1,Oceania,New Zealand,Antibiotic,Amoxicillin,46-65,287,31.08,899,511,0
2021-06-16,2021,6,16,North America,Canada,Chronic,Omeprazole,26-45,50,45.38,789,778,1
2022-10-18,2022,10,18,South Asia,Bangladesh,Cough_Cold,Cough Syrup,0-12,280,11.35,1823,665,1
2022-10-25,2022,10,25,North America,USA,Cough_Cold,Cough Syrup,13-25,307,11.31,376,322,1
2023-09-18,2023,9,18,Africa,South Africa,Diabetes,Metformin,65+,361,13.98,1524,470,0
2022-08-04,2022,8,4,South Asia,Bangladesh,Vitamin,Vitamin C,65+,321,10.65,1641,77,1
2021-09-21,2021,9,21,Oceania,Australia,Vitamin,Vitamin C,0-12,300,11.33,1177,888,1
2020-05-12,2020,5,12,Africa,Nigeria,Vitamin,Vitamin C,46-65,420,10.01,1657,267,1
2025-08-31,2025,8,31,South Asia,Bangladesh,Cardiovascular,Atorvastatin,46-65,448,20.58,49,409,0
2023-06-18,2023,6,18,South Asia,Bangladesh,Chronic,Omeprazole,65+,219,35.37,991,728,0
2022-08-20,2022,8,20,South America,Argentina,Vitamin,Vitamin C,0-12,290,10.0,190,395,1
2022-02-22,2022,2,22,Africa,South Africa,Respiratory,Salbutamol,26-45,248,18.39,337,603,1
2020-03-14,2020,3,14,South America,Argentina,Antibiotic,Amoxicillin,65+,305,31.24,539,980,1
2020-11-27,2020,11,27,Oceania,New Zealand,Vitamin,Vitamin C, 26-45 ,325,11.12,407,214,1
2021-11-05,2021,11,5,South America,Argentina,Antibiotic,Azithromycin,13-25,134,27.29,282,833,1
2022-04-30,2022,4,30,Oceania,Australia,Diabetes,Metformin,65+,324,17.93,415,117,1
2020-08-11,2020,8,11,South America,Brazil,Antibiotic,Azithromycin,26-45,190,24.84,1797,441,1
2020-12-16,2020,12,16, Europe ,Germany,Chronic,Omeprazole,65+,360,34.75,1008,862,1
2023-09-13,2023,9,13,North America,Mexico,Chronic,Omeprazole,65+,48,32.21,208,485,0
2023-07-23,2023,7,23, East Asia ,China,Antibiotic,Azithromycin,26-45,425,35.61,1125,370,0
2023-03-13,2023,3,13,South America,Colombia,Cough_Cold,Cough Syrup,0-12,33,12.86,1890,96,0
2024-04-01,2024,4,1,Middle East,UAE,Antibiotic,Amoxicillin,26-45,418,26.55,278,931,0
2024-04-05,2024,4,5,Africa,Nigeria,Diabetes,Metformin,65+,438,17.67,29,264,0
2021-09-14,2021,9,14,Middle East,UAE,Vitamin,Vitamin C,46-65,301,10.45,1033,287,1
2021-05-24,2021,5,24,North America,Mexico,Vitamin,Vitamin C,0-12,24,8.84,440,873,1
2024-08-28,2024,8,28,Africa,Nigeria,Diabetes,Metformin,65+,478,16.48,221,860,0
2022-06-03,2022,6,3,South America,Argentina,Antibiotic,Azithromycin,65+,360,34.66,28,627,1
2023-06-24,2023,6,24,Africa,South Africa,Cough_Cold,Cough Syrup,0-12,154,10.76,415,805,0
2022-02-02,2022,2,2,North America,Mexico,Respiratory,Salbutamol,65+,328,21.77,58,199,1
2022-02-21,2022,2,21,East Asia,Japan,Diabetes,Metformin,65+,419,13.64,461,439,1
2024-03-02,2024,3,2,Africa,Nigeria,Cardiovascular,Amlodipine,65+,119,25.63,718,978,0
2023-10-16,2023,10,16,South America,Argentina,Cough_Cold,Cough Syrup,65+,60,13.8,1784,331,0
2025-05-27,2025,5,27,Middle East,Saudi Arabia,Respiratory,Salbutamol,13-25,207,23.97,41,361,0
2022-03-26,2022,3,26,North America,Mexico,Respiratory,Salbutamol,0-12,355,17.98,794,369,1
2025-06-27,2025,6,27,East Asia,China,Diabetes,Metformin,46-65,88,14.31,1314,968,0
2024-04-16,2024,4,16,South Asia,India,Diabetes,Metformin,65+,157,14.18,251,921,0
2022-07-09,2022,7,9,East Asia,China,Vitamin,Vitamin C,65+,428,9.6,1383,305,1
2025-08-19,2025,8,19,North America,Mexico,Vitamin,Vitamin C,13-25,220,10.02,336,650,0
2021-05-22,2021,5,22,Middle East,UAE,Cough_Cold,Cough Syrup,0-12,480,11.41,41,485,1
2025-12-03,2025,12,3,South America,Colombia,Diabetes,Metformin,65+,430,17.26,1008,629,0
2025-07-17,2025,7,17,Europe,France,Diabetes,Metformin,,397,16.54,1246,406,No
2025-11-20,2025,11,20,Africa,Nigeria,Respiratory,Salbutamol,46-65,193,23.21,416,670,0
2020-02-17,2020,2,17,Oceania,Australia,Cough_Cold,Cough Syrup,13-25,19,11.18,1626,739,1
2022-04-13,2022,4,13,South Asia, Bangladesh ,Cardiovascular,Amlodipine,46-65,221,26.66,172,575,1
2021-03-26,2021,3,26,Europe,UK,Antibiotic, Amoxicillin ,26-45,429,27.19,248,929,1
2021-02-13,2021,2,13,South America,Argentina, Vitamin ,Vitamin C,26-45,362,10.29,378,842,1
2024-02-18,2024,2,18,South Asia,Bangladesh,Diabetes,Metformin,13-25,235,16.77,1211,613,0
2021-03-03,2021,3,3,North America,Mexico,Pain_Relief,Ibuprofen,26-45,216,9.09,821,732,1
2025-07-01,2025,7,1,Middle East,UAE,Antibiotic,Azithromycin,,120,27.04,1109,46,0
2021-04-09,2021,4,9,Europe,Italy,Diabetes,Metformin,0-12,254,14.84,128,630,1
2023-06-19,2023,6,19,Europe,Germany,Diabetes,Metformin,13-25,402,13.25,558,100,0
2022-01-28,2022,1,28,North America,Canada,Vitamin,Vitamin C,13-25,422,9.99,566,915,1
2021-05-30,2021,5,30,Europe,Italy,Cardiovascular,Amlodipine,26-45,273,22.96,898,332,1
2023-04-30,2023,4,30,South Asia,Bangladesh,Chronic,Omeprazole,26-45,309,44.72,412,359,0
2025-02-21,2025,2,21,Africa,South Africa,Antibiotic,Amoxicillin,26-45,178,35.19,1262,648,0
2024-10-15,2024,10,15,East Asia,Japan,Cough_Cold,Cough Syrup,0-12,414,11.28,410,982,0
2022-06-16,2022,6,16,South America,Colombia,Cardiovascular,Amlodipine,65+,397,21.64,32,966,1
2020-07-28,2020,7,28,North America,Mexico,Antibiotic,Azithromycin,65+,390,27.18,291,440,1
9999-99-99,2022,11,3,North America,Mexico,Antibiotic,Azithromycin,46-65,14,31.97,87,676,1
2022-12-17,2022,12,17,Middle East,UAE,Chronic,Omeprazole,65+,88,34.67,303,968,1
2025-08-01,2025,8,1,South America,Colombia,Pain_Relief,Ibuprofen,65+,396,9.25,50,34,0
2023-05-03,2023,5,3,Oceania, Australia ,Pain_Relief,Ibuprofen,26-45,273,6.48,307,658,0
2025-11-19,2025,11,19,Europe,Germany,Cardiovascular,Amlodipine,46-65,163,25.45,494,504,0
2021-05-28,2021,5,28,Africa,Nigeria,Chronic,Omeprazole,46-65,11,45.69,1461,853,1
2023-07-25,2023,7,25, Africa ,South Africa,Chronic,Omeprazole,65+,235,33.05,0,677,0
2023-12-19,2023,12,19,Africa,Nigeria,Cardiovascular,Amlodipine,13-25,348,24.58,685,839,0
2025-12-15,2025,12,15,Middle East,Saudi Arabia,Cough_Cold,Cough Syrup,0-12,390,13.54,38,501,0
2021-10-15,2021,10,15,South America,Brazil, Respiratory ,Salbutamol,26-45,200,21.93,100,699,1
2022-05-26,2022,5,26,North America,Mexico,Vitamin,Vitamin C,0-12,467,9.58,438,645,1
2022-04-24,2022,4,24,Oceania,Australia,Vitamin,Vitamin C,26-45,133,8.58,1121,294,1
2022-10-03,2022,10,3,Africa,South Africa,Cough_Cold,Cough Syrup,13-25,225,12.38,30,844,1
2025-07-26,2025,7,26,East Asia,South Korea,Cough_Cold,Cough Syrup,65+,429,10.28,59,377,0
2023-05-13,2023,5,13,Middle East,Saudi Arabia,Vitamin,Vitamin C,0-12,347,9.02,900,76,0
2024-02-18,2024,2,18,Oceania,New Zealand,Vitamin,Vitamin C,65+,187,9.3,1061,642,0
2023-09-15,2023,9,15,Africa,Nigeria,Cardiovascular,Atorvastatin,13-25,187,21.4,701,763,0
2020-10-10,2020,10,10,Middle East,Saudi Arabia,Chronic,Omeprazole,46-65,245,45.91,325,891,1
2023-03-17,2023,3,17,Middle East,Saudi Arabia,Vitamin,Vitamin C,46-65,466,11.16,553,-32,0
2025-01-23,2025,1,23,Africa,Nigeria,Antibiotic,Azithromycin,46-65,369,-31.54,162,792,0
2025-05-14,2025,5,14,South America,Argentina,Cough_Cold,Cough Syrup,0-12,457,10.34,417,521,0
2022-08-31,2022,8,31,South America,Colombia,Antibiotic,Amoxicillin,13-25,342,34.65,60,981,1
2020-06-25,2020,6,25,South Asia,India,Respiratory,Salbutamol,46-65,51,19.85,1107,64,1
2020-12-08,2020,12,8,East Asia,China,Antibiotic,Azithromicin,65+,126,34.75,1172,950,1
2021-08-29,2021,8,29,North America,Mexico,Diabetes,Metformin,46-65,428,17.44,1259,639,1
2022-03-10,2022,3,10,Oceania,New Zealand,Vitamin,Vitamin C,13-25,177,8.63,1842,991,1
2025-01-30,2025,1,30,North America,Mexico,Respiratory,Salbutamol,65+,349,22.37,814,464,0
2022-07-14,2022,7,14,Africa,Nigeria,Antibiotic,Azithromycin,65+,420,34.74,470,406,1
2021-09-21,2021,9,21, South Asia ,India,Cardiovascular,Amlodipine,0-12,464,22.87,134,587,1
2023-02-06,2023,2,6, East Asia ,South Korea,Chronic,Omeprazole,65+,323,42.73,698,589,0
2021-03-13,2021,3,13,North America,Mexico,Antibiotic,Amoxicillin,26-45,238,28.2,1323,66,1
2022-02-16,2022,2,16,Middle East,UAE,Pain_Relief,Ibuprofen,46-65,353,9.3,479,895,1
2023-11-20,2023,11,20,Africa,South Africa,Cardiovascular,Amlodipine,13-25,252,26.32,510,539,0
2022-08-30,2022,8,30,Middle East,UAE,Chronic,Omeprazole,46-65,209,44.09,624,369,1
2023-07-26,2023,7,26,Africa,Nigeria,Pain_Relief,Paracetamol,26-45,496,7.08,1594,335,0
2020-08-06,2020,8,6,North America,Mexico,Vitamin,Vitamin C,0-12,205,8.47,1062,53,1
2022-07-18,2022,7,18,Oceania,Australia,Respiratory,Salbutamol,26-45,495,18.99,80,215,1
2022-09-25,2022,9,25,South America,Colombia,Respiratory,Salbutamol,0-12,312,18.22,233,54,1
2021-07-18,2021,7,18,East Asia,Japan,Chronic,Omeprazole,46-65,280,36.1,43,117,1
2025-08-05,2025,8,5,Africa,Nigeria,Pain_Relief,Paracetamol,26-45,110,8.92,1683,347,0
2022-05-19,2022,5,19,North America,Canada,Antibiotic,Amoxicillin,65+,334,25.51,1162,149,1
2021-11-15,2021,11,15,North America,Mexico,Vitamin,Vitamin C,13-25,448,9.04,43,679,1
2024-09-21,2024,9,21,South America,Brazil,Chronic,Omeprazole,65+,356,34.98,1008,326,0
2025-08-25,2025,8,25,Europe,France,Diabetes,Metformin,65+,374,12.9,1371,343,0
2025-12-19,2025,12,19,Europe,UK,Vitamin,Vitamin C,26-45,494,10.88,30,87,0
2020-06-12,2020,6,12,Africa,Nigeria,Diabetes,Metformin,46-65,438,17.77,1392,51,1
2022-10-26,2022,10,26,Europe,France,Vitamin, Vitamin C ,46-65,30,8.54,1709,94,1
2020-12-31,2020,12,31,East Asia,Japan,Cardiovascular,Atorvastatin,46-65,235,23.64,725,349,1
2023-12-17,2023,12,17,South Asia,Bangladesh,Diabetes,Metformin,46-65,496,14.7,42,167,0
2021-12-25,2021,12,25,Africa,South Africa,Pain_Relief,Paracetamol,13-25,162,7.4,186,761,1
2025-12-29,2025,12,29,Oceania,New Zealand,Vitamin,Vitamin C,46-65,440,9.04,386,418,0
9999-99-99,2024,2,11,Middle East,UAE,Pain_Relief,Ibuprofen,26-45,50000,10000,684,264,0
2024-12-06,2024,12,6,Middle East,UAE,Cardiovascular,Amlodipine,46-65,12,24.73,1179,828,0
2022-09-27,2022,9,27,Oceania,Australia,Vitamin,Vitamin C,65+,349,9.27,969,408,1
2023-09-16,2023,9,16,South Asia,India,Chronic,Omeprazole,46-65,132,33.79,1333,59,0
9999-99-99,2020,12,3, Oceania ,Australia,Antibiotic,Amoxicillin,26-45,166,31.32,872,819,1
2024-11-03,2024,11,3,East Asia,South Korea,Respiratory,Salbutamol,46-65,86,17.7,525,291,0
2025-10-11,2025,10,11,Europe,Italy,Antibiotic,Amoxicillin, 46-65 ,255,25.32,1318,787,0
2023-12-16,2023,12,16,South Asia,India,Pain_Relief,Paracetamol,13-25,481,8.25,959,233,0
2024-11-11,2024,11,11,Europe,France,Diabetes,Metformin,46-65,496,12.59,30,104,0
2023-05-06,2023,5,6,Europe,France,Pain_Relief,Paracetamol,26-45,192,6.87,1451,760,0
2025-11-03,2025,11,3,East Asia,China,Cardiovascular,Atorvastatin,46-65,85,27.16,127,102,0
2022-11-06,2022,11,6,Oceania,New Zealand,Chronic,Omeprazole,65+,103,45.1,1477,860,1
2021-06-02,2021,6,2,South Asia,Bangladesh,Chronic,Omeprazole, 65+ ,143,34.37,1897,579,1
2023-08-06,2023,8,6,South America,Brazil,Diabetes,Metformin,13-25,66,12.49,1822,801,0
2023-12-02,2023,12,2,South America,Colombia,Chronic,Omeprazole,66-80,369,44.26,281,884,0
2023-06-27,2023,6,27,East Asia,South Korea,Respiratory,Salbutamol,13-25,44,18.62,1899,569,0
2022-04-14,2022,4,14,Oceania,Australia,Antibiotic,Azithromicin,13-25,372,26.37,845,528,1
2025-01-15,2025,1,15,Middle East,Saudi Arabia,Cardiovascular,Atorvastatin,46-65,50000,10000,907,185,0
2022-12-10,2022,12,10,Europe,Germany,Vitamin,Vitamin C,13-25,143,10.49,684,75,1
2024-10-11,2024,10,11,Europe,Germany,Vitamin,Vitamin C,13-25,438,11.46,31,255,0
2020-07-29,2020,7,29,Oceania,New Zealand,Antibiotic,Amoxicillin,46-65,411,29.13,1214,597,1
2024-06-03,2024,6,3,Africa,South Africa,Diabetes,Metformin,65+,239,17.98,732,169,No
2020-07-02,2020,7,2,Middle East,UAE,Diabetes,Metformin,46-65,204,12.1,29,59,1
2025-07-25,2025,7,25,East Asia,Japan,Cough_Cold,Cough Syrup,0-12,148,12.22,579,705,0
,2020,7,15,Europe,Germany,Chronic,Omeprazole,13-25,282,44.14,1236,994,1
2020-04-01,2020,4,1,East Asia,China,Cardiovascular,Atorvastatin,65+,487,24.57,1195,966,1
2022-09-14,2022,9,14,Oceania,New Zealand,Diabetes,Metformin,46-65,250,12.46,1148,268,1
2020-12-04,2020,12,4,South America,Brazil,Cardiovascular,Atorvastatin,26-45,288,26.44,,142,1
2022-01-15,2022,1,15,South America,Brazil,Respiratory,Salbutamol,0-12,330,23.68,1677,998,1
2021-10-11,2021,10,11,Africa,Nigeria,Vitamin,Vitamin C,0-12,197,10.65,1146,866,1
2022-03-25,2022,3,25,North America,Mexico,Vitamin,Vitamin C,13-25,22,8.11,1656,186,1
,2023,12,13,Oceania,Australia,Cough_Cold,Cough Syrup,26-45,279,10.67,295,119,0
2022-09-16,2022,9,16,South America,Colombia,Cough_Cold,Cough Syrup,0-12,302,12.26,776,663,1
2024-06-13,2024,6,13,Europe, Italy , Cough_Cold ,Cough Syrup,0-12,52,12.54,686,483,0
2023-01-11,2023,1,11,North America,Canada,Diabetes,Metformin,65+,34,13.35,1225,777,0
2020-10-11,2020,10,11,Africa,Nigeria,Vitamin,Vitamin C,13-25,198,9.82,1060,364,1
2021-05-23,2021,5,23,North America,Canada,Cardiovascular,Amlodipine,46-65,252,25.47,773,284,1
2024-12-30,2024,12,30,Oceania,New Zealand,Vitamin,Vitamin C,0-12,273,10.67,962,358,0
2023-08-23,2023,8,23,Middle East,UAE,Vitamin,Vitamin C,0-12,362,9.97,285,426,0
2024-02-04,2024,2,4,South Asia,India,Diabetes,Metformin,46-65,450,12.98,1274,630,0
2021-11-13,2021,11,13,Europe,Italy,Pain_Relief,Ibuprofen,26-45,28,7.83,293,422,1
2023-10-17,2023,10,17,Middle East,Saudi Arabia,Antibiotic,Azithromycin, 0-12 ,94,26.86,1838,494,0
2024-01-03,2024,1,3,South America,Brazil,Vitamin,Vitamin C,26-45,320,9.98,567,984,0
2024-09-01,2024,9,1,Oceania,New Zealand,Cough_Cold, Cough Syrup ,13-25,453,10.79,29,946,0
2022-01-17,2022,1,17,South Asia,India,Antibiotic,Azithromycin, 13-25 ,284,28.56,1567,91,1
2022-02-28,2022,2,28,South Asia,Bangladesh,Respiratory,Salbutamol,26-45,193,16.23,260,358,1
2023-01-27,2023,1,27,Oceania,New Zealand,Diabetes,Metformin,13-25,148,15.66,1622,538,0
2023-06-03,2023,6,3,North America,Canada,Pain_Relief,Paracetamol,13-25,101,6.76,1868,267,0
2025-02-17,2025,2,17,South Asia,India,Cough_Cold,Cough Syrup,26-45,213,10.12,583,952,0
2023-06-22,2023,6,22,South Asia,Bangladesh,Diabetes,Metformin,26-45,441,14.26,1641,827,0
